Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
88,13.5,0m 13.5s,-26.91155909,-49.03376111,P-GPS,38.4,11.7,2.2,1.0,1.5,0.7,0.6,0.2,-26.91155751,-49.03376056,17,5,48,14.083,0.102,3.482,3.52,3.497,3.584,-1,0,0,3.8,-22.6,-80.7,279.3,378,817,1024,1024,1024,,,,,
89,13.6,0m 13.6s,-26.91156019,-49.03376109,P-GPS,38.4,11.7,3.1,1.4,2.1,0.9,1.0,0.3,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-1.4,0,0,3.5,-22.4,-80.6,279.4,378,815,1024,1024,1024,,,,,
90,13.7,0m 13.7s,-26.91156185,-49.03376092,P-GPS,38.4,11.7,3.6,1.6,3.4,1.5,1.6,0.5,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-1.6,0,-0.1,3.4,-21.9,-80.5,279.5,421,844,1024,1024,1024,,,,,
91,13.8,0m 13.8s,-26.91156352,-49.03376088,P-GPS,38.4,11.7,4.3,1.9,4.2,1.9,2.2,0.7,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-1.9,0,-0.1,3.5,-21.5,-80.4,279.6,449,870,1024,1024,1024,,,,,
92,13.9,0m 13.9s,-26.91156552,-49.03376064,P-GPS,38.4,11.7,4.9,2.2,4.6,2.1,2.9,0.9,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-2.2,0,0,3.3,-20.7,-80.2,279.8,521,930,1024,1024,1024,,,,,
93,14,0m 14s,-26.91156769,-49.03376056,P-GPS,38.4,11.7,5.6,2.5,5.2,2.3,3.7,1.1,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-2.5,0,0,3.1,-19.8,-79.8,280.2,521,930,1024,1024,1024,,,,,
94,14.1,0m 14.1s,-26.91157058,-49.03376043,P-GPS,38.4,11.7,6.0,2.7,6.3,2.8,4.8,1.5,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-2.7,0,0,2,-17.8,-79.3,280.7,637,1018,1024,1024,1024,,,,,
95,14.2,0m 14.2s,-26.91157281,-49.03376026,P-GPS,38.4,11.7,6.5,2.9,6.4,2.8,5.6,1.7,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-2.9,0,0,0.3,-14.7,-78.9,281.1,709,1024,1024,1024,1024,,,,,
96,14.3,0m 14.3s,-26.91157623,-49.03376009,P-GPS,38.4,11.7,6.7,3.0,7.0,3.1,6.8,2.1,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-3,0,0,-0.7,-12.2,-78.9,281.1,871,1072,1024,1024,1024,,,,,
97,14.4,0m 14.4s,-26.91157905,-49.03376005,P-GPS,38.4,11.7,6.9,3.1,7.8,3.5,7.9,2.4,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-3.1,0,0,-1.2,-8,-79.2,280.8,848,1045,1024,1024,1024,,,,,
98,14.5,0m 14.5s,-26.91158222,-49.03375985,P-GPS,38.4,11.7,6.9,3.1,7.4,3.3,9.0,2.7,-26.91155751,-49.03376056,17,5,48,13.697,0.122,3.373,3.425,3.404,3.495,-3.1,0,0,-1.6,-4.2,-79.5,280.5,801,1024,1024,1024,1024,,,,,
99,14.6,0m 14.6s,-26.91158508,-49.03375983,P-GPS,38.4,11.7,6.9,3.1,7.5,3.4,10.1,3.1,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-3.1,0,0,-2,-2.4,-79.7,280.3,864,1024,1024,1024,1024,,,,,
100,14.7,0m 14.7s,-26.91158852,-49.03375982,P-GPS,38.7,11.8,6.9,3.1,7.8,3.5,11.3,3.4,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-3.1,0,0,-2.4,-2.2,-79.8,280.2,1005,1024,1024,1024,1030,,,,,
101,14.8,0m 14.8s,-26.91159141,-49.03375973,P-GPS,38.7,11.8,6.7,3.0,7.9,3.6,12.4,3.8,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-3,0,0,-2.6,-1.4,-79.5,280.5,1024,1024,1024,1024,1077,,,,,
102,14.9,0m 14.9s,-26.91159455,-49.0337597,P-GPS,38.7,11.8,6.7,3.0,7.5,3.4,13.5,4.1,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-3,0,0,-2.6,1.1,-79.2,280.8,1024,1024,1024,1024,1081,,,,,
103,15,0m 15s,-26.91159727,-49.03375981,P-GPS,38.7,11.8,6.5,2.9,7.4,3.3,14.5,4.4,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-2.9,-0.1,0,-3,3.7,-79.2,280.8,1078,1120,1024,1024,1051,,,,,
104,15.2,0m 15.2s,-26.91160295,-49.03376004,P-GPS,38.7,11.8,5.8,2.6,7.0,3.1,16.6,5.1,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-2.6,-0.1,0,-4.1,8.4,-79.2,280.8,1026,1184,1024,1024,1043,,,,,
105,15.3,0m 15.3s,-26.91160544,-49.03376042,P-GPS,38.7,11.8,5.6,2.5,6.8,3.0,17.5,5.3,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-2.5,-0.2,0,-5.3,5.2,-79.2,280.8,1024,1211,1024,1024,1024,,,,,
106,15.4,0m 15.4s,-26.91160801,-49.03376066,P-GPS,38.7,11.8,5.2,2.3,6.4,2.8,18.4,5.6,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-2.3,-0.3,0,-6.4,3.3,-79.3,280.7,1029,1210,1024,1024,1024,,,,,
107,15.5,0m 15.5s,-26.91160997,-49.03376114,P-GPS,38.7,11.8,5.0,2.2,5.7,2.6,19.1,5.8,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-2.2,-0.4,0,-7,3.1,-79.5,280.5,1041,1221,1024,1024,1024,,,,,
108,15.6,0m 15.6s,-26.91161194,-49.0337616,P-GPS,38.7,11.8,4.8,2.1,5.0,2.2,19.9,6.1,-26.91155751,-49.03376056,17,5,48,14.048,0.089,3.473,3.517,3.496,3.562,-2.1,-0.4,0,-7.2,2.8,-79.6,280.4,1062,1231,1024,1024,1024,,,,,
109,15.7,0m 15.7s,-26.91161402,-49.03376226,P-GPS,38.7,11.8,4.6,2.1,5.2,2.3,20.6,6.3,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-2,-0.5,0.1,-7.2,2.5,-79.7,280.3,1064,1240,1024,1024,1024,,,,,
110,15.8,0m 15.8s,-26.91161581,-49.03376291,P-GPS,38.4,11.7,4.5,2.0,5.1,2.3,21.3,6.5,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.9,-0.6,0,-7.2,2.2,-79.5,280.5,1065,1244,1024,1024,1024,,,,,
111,15.9,0m 15.9s,-26.91161726,-49.03376375,P-GPS,38.4,11.7,4.3,1.9,4.4,2.0,21.8,6.7,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.8,-0.7,0,-7.3,2.4,-79.6,280.4,1064,1256,1024,1024,1024,,,,,
112,16,0m 16s,-26.91161903,-49.03376461,P-GPS,38.4,11.7,4.2,1.9,4.4,2.0,22.5,6.9,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.7,-0.8,0,-7.2,2.5,-79.7,280.3,1044,1294,1024,1024,1024,,,,,
113,16.1,0m 16.1s,-26.91162034,-49.03376565,P-GPS,38.4,11.7,3.9,1.8,4.2,1.9,23.0,7.0,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.5,-0.9,0,-7.2,2.2,-79.8,280.2,1035,1307,1024,1024,1024,,,,,
114,16.2,0m 16.2s,-26.91162172,-49.03376666,P-GPS,38.4,11.7,3.8,1.7,4.1,1.8,23.5,7.2,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.4,-1,0,-8.1,1.9,-79.9,280.1,1029,1294,1024,1024,1024,,,,,
115,16.3,0m 16.3s,-26.9116227,-49.03376794,P-GPS,38.4,11.7,3.8,1.7,3.8,1.7,23.9,7.3,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.3,-1.1,0,-9.1,1.7,-79.8,280.2,1029,1294,1024,1024,1024,,,,,
116,16.4,0m 16.4s,-26.91162388,-49.03376915,P-GPS,38.4,11.7,3.8,1.7,3.8,1.7,24.4,7.4,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.2,-1.2,0,-9.1,1.5,-79.7,280.3,1028,1283,1024,1024,1024,,,,,
117,16.5,0m 16.5s,-26.91162483,-49.03377067,P-GPS,38.4,11.7,3.8,1.7,4.0,1.8,24.8,7.6,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.1,-1.3,0,-8.6,1.2,-79.6,280.4,1024,1221,1024,1024,1024,,,,,
118,16.6,0m 16.6s,-26.91162577,-49.03377215,P-GPS,38.4,11.7,4.0,1.8,4.0,1.8,25.2,7.7,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1.1,-1.4,0,-7.2,0.9,-79.5,280.5,1024,1024,1024,1024,1024,,,,,
119,16.7,0m 16.7s,-26.91162648,-49.03377381,P-GPS,38.4,11.7,3.8,1.7,4.0,1.8,25.5,7.8,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1,-1.4,0,-3.3,0.8,-79.4,280.6,1024,1024,1024,1024,1024,,,,,
120,16.8,0m 16.8s,-26.9116274,-49.0337753,P-GPS,38.4,11.7,3.8,1.7,4.0,1.8,25.9,7.9,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-1,-1.4,0,0,1,-79.4,280.6,1024,1024,1024,1024,1024,,,,,
121,16.9,0m 16.9s,-26.91162805,-49.03377692,P-GPS,38.4,11.7,3.7,1.7,3.8,1.7,26.3,8.0,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.9,-1.4,0,2.2,1.9,-79.5,280.5,1024,1024,1024,996,1279,,,,,
122,17,0m 17s,-26.91162879,-49.03377839,P-GPS,38.4,11.7,3.4,1.5,3.7,1.6,26.6,8.1,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.8,-1.3,0,3.6,3,-79.5,280.5,1024,1024,1024,1020,1484,,,,,
123,17.1,0m 17.1s,-26.91162939,-49.03377967,P-GPS,38.4,11.7,2.9,1.3,3.4,1.5,26.9,8.2,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.7,-1.1,-0.2,5.1,4.4,-79.6,280.4,1024,1024,1024,1021,1656,,,,,
124,17.2,0m 17.2s,-26.91163005,-49.03378077,P-GPS,38.4,11.7,2.4,1.1,3.2,1.4,27.3,8.3,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.6,-0.9,-0.6,6,5.4,-79.6,280.4,1024,1024,1024,1022,1677,,,,,
125,17.3,0m 17.3s,-26.91163021,-49.03378197,P-GPS,38.7,11.8,2.1,0.9,2.6,1.2,27.4,8.4,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.5,-0.8,-1,5.8,5.7,-79.6,280.4,1024,1024,1024,1022,1664,,,,,
126,17.4,0m 17.4s,-26.91163062,-49.03378276,P-GPS,39.4,12.0,1.8,0.8,2.6,1.2,27.6,8.4,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.4,-0.7,-1.4,5.5,5.6,-79.4,280.6,1024,1024,1024,1023,1662,,,,,
127,17.5,0m 17.5s,-26.91163078,-49.03378332,P-GPS,39.7,12.1,1.5,0.7,1.5,0.7,27.7,8.5,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.3,-0.6,-1.5,5.6,5.1,-79.3,280.7,1024,1024,1024,1024,1666,,,,,
128,17.6,0m 17.6s,-26.9116309,-49.03378419,P-GPS,40.0,12.2,1.2,0.5,1.5,0.7,27.9,8.5,-26.91155751,-49.03376056,17,5,48,13.912,0.11,3.431,3.483,3.457,3.541,-0.2,-0.5,-1.5,5.5,4.5,-79.2,280.8,1024,1024,1024,1024,1681,,,,,
129,17.7,0m 17.7s,-26.91163082,-49.03378447,P-GPS,40.7,12.4,0.9,0.4,1.5,0.7,27.9,8.5,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,-0.1,-0.4,-1.6,5.3,3.7,-79.2,280.8,1024,1024,1024,1024,1679,,,,,
130,17.8,0m 17.8s,-26.91163097,-49.03378489,P-GPS,41.3,12.6,0.7,0.3,0.0,0.0,27.9,8.5,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,-0.1,-0.3,-1.7,4.8,2.9,-79.3,280.7,1024,1024,1024,1024,1684,,,,,
131,17.9,0m 17.9s,-26.91163075,-49.03378516,P-GPS,41.7,12.7,0.7,0.3,1.1,0.5,27.9,8.5,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,-0.3,-1.7,3.9,2.1,-79.3,280.7,1024,1024,1024,1024,1684,,,,,
132,18,0m 18s,-26.91163082,-49.03378544,P-GPS,42.3,12.9,0.4,0.2,0.0,0.0,27.9,8.5,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,-0.2,-1.8,2.9,1.4,-79,281,1024,1024,1024,1024,1684,,,,,
133,18.1,0m 18.1s,-26.91163053,-49.03378521,P-GPS,43.0,13.1,0.4,0.2,0.0,0.0,27.8,8.5,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,-0.2,-1.8,2.2,0.8,-79,281,1024,1024,1024,1023,1684,,,,,
134,18.2,0m 18.2s,-26.91163043,-49.03378553,P-GPS,43.6,13.3,0.2,0.1,0.0,0.0,27.8,8.5,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,-0.1,-1.8,1.5,0.4,-79.3,280.7,1024,1024,1024,1024,1684,,,,,
135,18.3,0m 18.3s,-26.91163015,-49.03378535,P-GPS,44.3,13.5,0.2,0.1,0.0,0.0,27.7,8.4,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,-0.1,-1.8,1,0,-79.4,280.6,1024,1024,1024,1024,1684,,,,,
136,18.4,0m 18.4s,-26.91163008,-49.03378552,P-GPS,44.6,13.6,0.2,0.1,0.0,0.0,27.7,8.4,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,-0.1,-1.8,0.8,-0.5,-79.2,280.8,1024,1024,1024,1024,1684,,,,,
137,18.5,0m 18.5s,-26.9116296,-49.0337852,P-GPS,45.3,13.8,0.0,0.0,1.1,0.5,27.5,8.4,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,0,-1.8,1,-1.1,-79.1,280.9,1024,1024,1024,1024,1684,,,,,
138,18.6,0m 18.6s,-26.91162953,-49.03378529,P-GPS,45.9,14.0,0.0,0.0,1.5,0.7,27.5,8.4,-26.91155751,-49.03376056,17,5,48,13.921,0.1,3.434,3.493,3.46,3.534,0,0,-1.9,0.9,-1.5,-79,281,1024,1024,1024,1024,1684,,,,,
139,18.8,0m 18.8s,-26.91162912,-49.03378504,P-GPS,46.9,14.3,0.0,0.0,0.7,0.3,27.3,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,0,-1.9,0.4,-2.2,-78.8,281.2,1024,1024,1024,1024,1684,,,,,
140,18.9,0m 18.9s,-26.91162907,-49.03378484,P-GPS,47.6,14.5,0.0,0.0,0.7,0.3,27.3,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,0,-1.9,0.1,-2,-78.9,281.1,1024,1024,1024,1024,1684,,,,,
141,19,0m 19s,-26.91162906,-49.03378489,P-GPS,48.2,14.7,0.0,0.0,1.1,0.5,27.3,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,0,-1.9,0,-2,-79,281,1024,1024,1024,1024,1684,,,,,
142,19.1,0m 19.1s,-26.91162882,-49.03378467,P-GPS,48.9,14.9,0.0,0.0,0.0,0.0,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,0,-1.9,-0.1,-2,-79,281,1024,1024,1024,1024,1684,,,,,
143,19.2,0m 19.2s,-26.91162891,-49.03378474,P-GPS,49.5,15.1,0.2,0.1,1.1,0.5,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,-0.1,-1.9,-0.3,-1.9,-79,281,1024,1024,1024,1024,1684,,,,,
144,19.3,0m 19.3s,-26.9116289,-49.03378472,P-GPS,50.2,15.3,0.0,0.0,0.0,0.0,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,0,-2,-0.3,-1.6,-79.2,280.8,1024,1024,1024,1024,1684,,,,,
145,19.4,0m 19.4s,-26.91162881,-49.03378467,P-GPS,50.9,15.5,0.2,0.1,0.0,0.0,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,-0.1,-1.9,-0.1,-1.2,-79.4,280.6,1024,1024,1024,1023,1684,,,,,
146,19.5,0m 19.5s,-26.91162886,-49.03378475,P-GPS,51.2,15.6,0.2,0.1,0.0,0.0,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,-0.1,-1.9,0,-1,-79.3,280.7,1024,1024,1024,1022,1684,,,,,
147,19.6,0m 19.6s,-26.91162888,-49.03378482,P-GPS,51.8,15.8,0.2,0.1,0.0,0.0,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,-0.1,-1.9,0.1,-1.1,-79.3,280.7,1024,1024,1024,1023,1684,,,,,
148,19.7,0m 19.7s,-26.91162894,-49.03378492,P-GPS,52.5,16.0,0.2,0.1,0.0,0.0,27.2,8.3,-26.91155751,-49.03376056,17,5,47,13.889,0.121,3.419,3.476,3.454,3.54,0,-0.1,-1.9,0.4,-1.4,-79,281,1024,1024,1024,1022,1684,,,,,
149,19.8,0m 19.8s,-26.91162902,-49.03378508,P-GPS,53.1,16.2,0.2,0.1,0.0,0.0,27.3,8.3,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,0,-0.1,-2,0.6,-1.6,-78.8,281.2,1024,1024,1024,1023,1677,,,,,
150,19.9,0m 19.9s,-26.91162914,-49.03378511,P-GPS,53.8,16.4,0.3,0.1,0.0,0.0,27.3,8.3,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-2,0.7,-1.2,-78.7,281.3,1024,1024,1024,1022,1631,,,,,
151,20,0m 20s,-26.91162924,-49.03378527,P-GPS,54.5,16.6,0.3,0.1,0.0,0.0,27.4,8.3,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1.9,0.9,-0.9,-78.7,281.3,1024,1024,1024,1022,1545,,,,,
152,20.1,0m 20.1s,-26.91162936,-49.03378519,P-GPS,55.1,16.8,0.3,0.1,0.0,0.0,27.4,8.4,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1.8,1.1,-0.8,-78.7,281.3,1024,1024,1024,1022,1505,,,,,
153,20.2,0m 20.2s,-26.91162948,-49.03378535,P-GPS,55.8,17.0,0.3,0.1,1.1,0.5,27.5,8.4,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1.6,1.2,-0.4,-78.8,281.2,1024,1024,1024,1022,1484,,,,,
154,20.3,0m 20.3s,-26.91162965,-49.03378542,P-GPS,56.1,17.1,0.3,0.1,0.0,0.0,27.5,8.4,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1.4,1.2,-0.1,-78.8,281.2,1024,1024,1024,1024,1433,,,,,
155,20.4,0m 20.4s,-26.91162973,-49.0337855,P-GPS,56.4,17.2,0.3,0.1,0.0,0.0,27.6,8.4,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1.3,1.1,0,-78.9,281.1,1024,1024,1024,1024,1391,,,,,
156,20.5,0m 20.5s,-26.91162995,-49.03378565,P-GPS,57.1,17.4,0.3,0.1,0.0,0.0,27.7,8.4,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1.1,1.2,0.2,-78.8,281.2,1024,1024,1024,1024,1351,,,,,
157,20.6,0m 20.6s,-26.91163007,-49.03378579,P-GPS,57.4,17.5,0.3,0.1,0.0,0.0,27.7,8.4,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-1,1.2,0.6,-78.7,281.3,1024,1024,1024,1024,1024,,,,,
158,20.7,0m 20.7s,-26.91163024,-49.0337858,P-GPS,57.7,17.6,0.3,0.1,0.0,0.0,27.8,8.5,-26.91155751,-49.03376056,17,5,47,13.512,0.156,3.305,3.385,3.361,3.461,-0.1,-0.1,-0.8,1.4,0.6,-78.6,281.4,1024,1024,1024,1024,1024,,,,,
159,20.8,0m 20.8s,-26.91163035,-49.03378591,P-GPS,57.7,17.6,0.3,0.1,0.0,0.0,27.8,8.5,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,-0.1,-0.5,1.4,0.7,-78.6,281.4,1024,1024,1024,1024,1024,,,,,
160,20.9,0m 20.9s,-26.91163056,-49.03378593,P-GPS,58.1,17.7,0.2,0.1,0.0,0.0,27.9,8.5,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,0,-0.3,1.3,0.6,-78.7,281.3,1024,1024,1024,1024,1024,,,,,
161,21,0m 21s,-26.91163062,-49.03378599,P-GPS,58.1,17.7,0.2,0.1,0.0,0.0,27.9,8.5,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,0,-0.3,1,0.6,-78.9,281.1,1024,1024,1024,1024,1024,,,,,
162,21.1,0m 21.1s,-26.9116307,-49.03378605,P-GPS,58.1,17.7,0.2,0.1,0.0,0.0,28.0,8.5,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,0,-0.2,0.8,0.6,-79.2,280.8,1024,1024,1024,1024,1024,,,,,
163,21.2,0m 21.2s,-26.91163081,-49.03378611,P-GPS,58.1,17.7,0.2,0.1,0.0,0.0,28.0,8.5,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,0,-0.1,0.5,0.7,-79.5,280.5,1024,1024,1024,1024,1024,,,,,
164,21.3,0m 21.3s,-26.91163111,-49.03378595,P-GPS,58.1,17.7,0.2,0.1,1.1,0.5,28.1,8.6,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,0,-0.1,0.4,0.8,-79.7,280.3,1024,1024,1024,1024,1024,,,,,
165,21.4,0m 21.4s,-26.91163121,-49.03378599,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,28.1,8.6,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,-0.1,0,-0.1,0.3,1,-79.9,280.1,1024,1024,1024,1024,1024,,,,,
166,21.5,0m 21.5s,-26.9116314,-49.03378606,P-GPS,58.4,17.8,0.0,0.0,0.0,0.0,28.2,8.6,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,0,0,0,0.1,1.1,-80,280,1024,1024,1024,1024,1024,,,,,
167,21.6,0m 21.6s,-26.91163143,-49.03378604,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,28.2,8.6,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,0,0,0,0.1,1.2,-79.9,280.1,1024,1024,1024,1024,1024,,,,,
168,21.7,0m 21.7s,-26.9116316,-49.03378602,P-GPS,58.4,17.8,0.0,0.0,0.0,0.0,28.3,8.6,-26.91155751,-49.03376056,17,5,47,13.647,0.14,3.354,3.409,3.39,3.494,0,0,0,0.4,1.3,-79.8,280.2,1024,1024,1024,1023,1024,,,,,
169,21.8,0m 21.8s,-26.91163167,-49.03378608,P-GPS,58.4,17.8,0.0,0.0,1.1,0.5,28.3,8.6,-26.91155751,-49.03376056,17,5,47,13.715,0.122,3.376,3.438,3.403,3.498,0,0,0,0.7,1.4,-79.7,280.3,1024,1024,1024,1024,1024,,,,,
170,21.9,0m 21.9s,-26.91163175,-49.03378612,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,28.3,8.6,-26.91155751,-49.03376056,17,5,47,13.715,0.122,3.376,3.438,3.403,3.498,0,0,0,1,1.5,-79.4,280.6,1024,1024,1024,1024,1024,,,,,
171,22,0m 22s,-26.91163176,-49.03378615,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,28.3,8.6,-26.91155751,-49.03376056,17,5,47,13.715,0.122,3.376,3.438,3.403,3.498,0,0,0,1.1,1.7,-79.2,280.8,1024,1024,1024,1024,1024,,,,,
172,22.2,0m 22.2s,-26.91163185,-49.03378621,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,28.4,8.6,-26.91155751,-49.03376056,17,5,47,13.715,0.122,3.376,3.438,3.403,3.498,0,0,0,1,1.6,-79,281,1024,1024,1024,1024,1024,,,,,
173,22.3,0m 22.3s,-26.91163203,-49.03378628,P-GPS,58.1,17.7,0.0,0.0,0.7,0.3,28.4,8.7,-26.91155751,-49.03376056,17,5,47,13.715,0.122,3.376,3.438,3.403,3.498,0,0,0,0.8,1.3,-78.9,281.1,1024,1024,1024,1024,1024,,,,,
174,22.4,0m 22.4s,-26.91163203,-49.03378626,P-GPS,58.1,17.7,0.0,0.0,1.1,0.5,28.4,8.7,-26.91155751,-49.03376056,17,5,47,13.715,0.122,3.376,3.438,3.403,3.498,0,0,0,0.8,1.1,-78.8,281.2,1024,1024,1024,1024,1024,,,,,
